,driver,lap,trackStatus,position,grid,performance,trackTemp,airTemp,raining,tyre,tyreLap,track,team,driverPrev,teamPrev,driverNext,teamNext
82,3,15,0,14.82366943359375,15,0,36.7,23.9,0.0,3,17,9,8,12,12,27,12
150,4,15,0,15.672551155090332,16,0,33.4,24.2,0.0,2,14,9,12,13,13,3,13
218,6,15,0,17.45297622680664,17,0,37.2,23.7,0.0,3,14,9,13,12,12,4,12
558,15,15,0,18.132568359375,18,0,36.8,23.9,0.0,2,14,9,12,14,14,6,14
1034,26,15,0,19.012714385986328,19,0,38.4,24.3,0.0,2,14,9,14,13,13,15,13
422,10,15,0,19.756805419921875,20,0,37.1,24.1,0.0,0,13,9,13,8,8,26,8
355,9,16,0,1.3100955486297607,1,0,36.8,23.9,0.0,3,18,9,8,4,4,9,4
831,22,16,0,3.221045970916748,2,0,36.6,23.8,0.0,3,18,9,4,6,6,9,4
627,16,16,0,4.5635762214660645,4,0,36.4,23.5,0.0,3,18,9,6,4,4,22,10
1307,31,16,0,4.6102986335754395,3,0,36.6,23.8,0.0,3,18,9,4,10,10,16,6
1239,30,16,0,7.033303260803223,5,0,36.6,23.8,0.0,2,18,9,10,6,6,31,6
287,8,16,0,8.271526336669922,6,0,36.6,23.8,0.0,3,18,9,6,11,11,30,11
491,11,16,0,8.95080280303955,7,0,36.8,23.9,0.0,3,18,9,11,10,10,8,10
899,23,16,0,9.497499465942383,8,0,36.4,23.5,0.0,2,18,9,10,11,11,11,11
967,25,16,0,9.564826011657715,9,0,36.7,23.9,0.0,3,18,9,11,7,7,23,7
15,2,16,0,10.101840019226074,10,0,38.2,24.2,0.0,3,15,9,7,7,7,25,7
1171,29,16,0,11.926034927368164,11,0,37.1,24.1,0.0,3,15,9,7,5,5,2,5
763,21,16,0,11.941791534423828,12,0,36.6,23.8,0.0,3,15,9,5,5,5,29,5
695,20,16,0,13.64626407623291,13,0,36.8,23.9,0.0,3,15,9,5,14,14,21,14
1103,27,16,0,14.140238761901855,14,0,37.1,24.1,0.0,2,15,9,14,8,8,20,8
83,3,16,0,14.827850341796875,15,0,36.7,23.9,0.0,3,18,9,8,12,12,27,12
151,4,16,0,15.694273948669434,16,0,33.4,24.2,0.0,2,15,9,12,13,13,3,13
219,6,16,0,17.563350677490234,17,0,37.2,23.7,0.0,3,15,9,13,12,12,4,12
559,15,16,0,18.180572509765625,18,0,36.8,23.9,0.0,2,15,9,12,14,14,6,14
1035,26,16,0,19.02371597290039,19,0,38.4,24.3,0.0,2,15,9,14,13,13,15,13
423,10,16,0,19.77324676513672,20,0,37.1,24.1,0.0,0,14,9,13,8,8,26,8
356,9,17,0,1.322596549987793,1,0,36.8,23.9,0.0,3,19,9,8,4,4,9,4
832,22,17,0,3.2828209400177,2,0,36.6,23.8,0.0,3,19,9,4,6,6,9,4
628,16,17,0,4.555088520050049,4,0,36.4,23.5,0.0,3,19,9,6,4,4,22,10
1308,31,17,0,4.6883063316345215,3,0,36.6,23.8,0.0,3,19,9,4,10,10,16,6
1240,30,17,0,7.044404983520508,5,0,36.6,23.8,0.0,2,19,9,10,6,6,31,6
288,8,17,0,8.294037818908691,6,0,36.6,23.8,0.0,3,19,9,6,11,11,30,11
492,11,17,0,9.065587997436523,7,0,36.8,23.9,0.0,3,19,9,11,10,10,8,10
900,23,17,0,9.55588436126709,8,0,36.4,23.5,0.0,2,19,9,10,11,11,11,11
968,25,17,0,9.718912124633789,9,0,36.7,23.9,0.0,3,19,9,11,7,7,23,7
16,2,17,0,10.106992721557617,10,0,38.2,24.2,0.0,3,16,9,7,7,7,25,7
1172,29,17,0,11.529746055603027,11,0,37.1,24.1,0.0,3,16,9,7,5,5,2,5
764,21,17,0,11.916535377502441,12,0,36.6,23.8,0.0,3,16,9,5,5,5,29,5
696,20,17,0,13.724915504455566,13,0,36.8,23.9,0.0,3,16,9,5,14,14,21,14
1104,27,17,0,14.356782913208008,14,0,37.1,24.1,0.0,2,16,9,14,8,8,20,8
84,3,17,0,14.872272491455078,15,0,36.7,23.9,0.0,3,19,9,8,12,12,27,12
152,4,17,0,15.827101707458496,16,0,33.4,24.2,0.0,2,16,9,12,13,13,3,13
220,6,17,0,17.67281723022461,17,0,37.2,23.7,0.0,3,16,9,13,12,12,4,12
560,15,17,0,18.220539093017578,18,0,36.8,23.9,0.0,2,16,9,12,14,14,6,14
1036,26,17,0,19.02847671508789,19,0,38.4,24.3,0.0,2,16,9,14,13,13,15,13
424,10,17,0,19.78131866455078,20,0,37.1,24.1,0.0,0,15,9,13,8,8,26,8
357,9,18,0,1.3376288414001465,1,0,36.8,23.9,0.0,3,20,9,8,4,4,9,4
833,22,18,0,3.3188107013702393,2,0,36.6,23.8,0.0,3,20,9,4,6,6,9,4
629,16,18,0,4.643356800079346,4,0,36.4,23.5,0.0,3,20,9,6,4,4,22,10
1309,31,18,0,4.753079414367676,3,0,36.6,23.8,0.0,3,20,9,4,10,10,16,6
1241,30,18,0,7.058413505554199,5,0,36.6,23.8,0.0,2,20,9,10,6,6,31,6
289,8,18,0,8.271360397338867,6,0,36.6,23.8,0.0,3,20,9,6,11,11,30,11
493,11,18,0,9.061914443969727,7,0,36.8,23.9,0.0,3,20,9,11,10,10,8,10
901,23,18,0,9.453010559082031,8,0,36.4,23.5,0.0,2,20,9,10,11,11,11,11
969,25,18,0,9.643692970275879,9,0,36.7,23.9,0.0,3,20,9,11,7,7,23,7
17,2,18,0,10.066972732543945,10,0,38.2,24.2,0.0,3,17,9,7,5,5,25,7
765,21,18,0,11.887612342834473,12,0,36.6,23.8,0.0,3,17,9,5,7,7,2,5
1173,29,18,0,11.954249382019043,11,0,37.1,24.1,0.0,3,17,9,7,5,5,21,5
697,20,18,0,13.72607421875,13,0,36.8,23.9,0.0,3,17,9,5,14,14,29,14
1105,27,18,0,14.257086753845215,14,0,37.1,24.1,0.0,2,17,9,14,8,8,20,8
85,3,18,0,14.888015747070312,15,0,36.7,23.9,0.0,3,20,9,8,12,12,27,12
153,4,18,0,15.882635116577148,16,0,33.4,24.2,0.0,2,17,9,12,13,13,3,13
221,6,18,0,17.773399353027344,17,0,37.2,23.7,0.0,3,17,9,13,12,12,4,12
561,15,18,0,18.252532958984375,18,0,36.8,23.9,0.0,2,17,9,12,14,14,6,14
1037,26,18,0,19.021259307861328,19,0,38.4,24.3,0.0,2,17,9,14,13,13,15,13
425,10,18,0,19.77747344970703,20,0,37.1,24.1,0.0,0,16,9,13,8,8,26,8
358,9,19,0,1.3685131072998047,1,0,36.8,23.9,0.0,3,21,9,8,4,4,9,4
834,22,19,0,3.3544363975524902,2,0,36.6,23.8,0.0,3,21,9,4,6,6,9,4
630,16,19,0,4.605066776275635,4,0,36.4,23.5,0.0,3,21,9,6,4,4,22,10
1310,31,19,0,4.792469024658203,3,0,36.6,23.8,0.0,3,21,9,4,10,10,16,6
1242,30,19,0,7.228672027587891,5,0,36.6,23.8,0.0,2,21,9,10,6,6,31,6
290,8,19,0,8.214960098266602,6,0,36.6,23.8,0.0,3,21,9,6,11,11,30,11
494,11,19,0,9.045166015625,7,0,36.8,23.9,0.0,3,21,9,11,10,10,8,10
902,23,19,0,9.489195823669434,8,0,36.4,23.5,0.0,2,21,9,10,11,11,11,11
970,25,19,0,9.806246757507324,9,0,36.7,23.9,0.0,3,21,9,11,7,7,23,7
18,2,19,0,10.045923233032227,10,0,38.2,24.2,0.0,3,18,9,7,7,7,25,7
1174,29,19,0,11.535317420959473,11,0,37.1,24.1,0.0,3,18,9,7,5,5,2,5
766,21,19,0,11.889870643615723,12,0,36.6,23.8,0.0,3,18,9,5,5,5,29,5
698,20,19,0,13.76413345336914,13,0,36.8,23.9,0.0,3,18,9,5,14,14,21,14
1106,27,19,0,14.522622108459473,14,0,37.1,24.1,0.0,2,18,9,14,8,8,20,8
86,3,19,0,14.95621395111084,15,0,36.7,23.9,0.0,3,21,9,8,12,12,27,12
154,4,19,0,16.0574893951416,16,0,33.4,24.2,0.0,2,18,9,12,13,13,3,13
222,6,19,0,17.86093521118164,17,0,37.2,23.7,0.0,3,18,9,13,12,12,4,12
562,15,19,0,18.26986312866211,18,0,36.8,23.9,0.0,2,18,9,12,14,14,6,14
1038,26,19,0,18.99685287475586,19,0,38.4,24.3,0.0,2,18,9,14,13,13,15,13
426,10,19,0,19.76266098022461,20,0,37.1,24.1,0.0,0,17,9,13,8,8,26,8
359,9,20,0,1.394395112991333,1,0,36.8,23.9,0.0,3,22,9,8,4,4,9,4
835,22,20,0,3.3814024925231934,2,0,36.6,23.8,0.0,3,22,9,4,6,6,9,4
631,16,20,0,4.624444484710693,4,0,36.4,23.5,0.0,3,22,9,6,4,4,22,10
1311,31,20,0,4.834843158721924,3,0,36.6,23.8,0.0,3,22,9,4,10,10,16,6
1243,30,20,0,7.2773118019104,5,0,36.6,23.8,0.0,2,22,9,10,6,6,31,6
291,8,20,0,8.146827697753906,6,0,36.6,23.8,0.0,3,22,9,6,11,11,30,11
495,11,20,0,8.926851272583008,7,0,36.8,23.9,0.0,3,22,9,11,10,10,8,10
903,23,20,0,9.383516311645508,8,0,36.4,23.5,0.0,2,22,9,10,11,11,11,11
971,25,20,0,9.582647323608398,9,0,36.7,23.9,0.0,3,22,9,11,7,7,23,7
19,2,20,0,10.04423999786377,10,0,38.2,24.2,0.0,3,19,9,7,5,5,25,7
767,21,20,0,11.828404426574707,12,0,36.6,23.8,0.0,3,19,9,5,7,7,2,5
1175,29,20,0,11.860480308532715,11,0,37.1,24.1,0.0,3,19,9,7,5,5,21,5
699,20,20,0,13.720006942749023,13,0,36.8,23.9,0.0,3,19,9,5,14,14,29,14
1107,27,20,0,14.32490062713623,14,0,37.1,24.1,0.0,2,19,9,14,8,8,20,8
87,3,20,0,14.987000465393066,15,0,36.7,23.9,0.0,3,22,9,8,12,12,27,12
155,4,20,0,16.16006851196289,16,0,33.4,24.2,0.0,2,19,9,12,13,13,3,13
223,6,20,0,17.93060302734375,17,0,37.2,23.7,0.0,3,19,9,13,12,12,4,12
563,15,20,0,18.275165557861328,18,0,36.8,23.9,0.0,2,19,9,12,14,14,6,14
1039,26,20,0,18.949451446533203,19,0,38.4,24.3,0.0,2,19,9,14,13,13,15,13
427,10,20,0,19.736225128173828,20,0,37.1,24.1,0.0,0,18,9,13,8,8,26,8
360,9,21,0,1.4228360652923584,1,0,36.8,23.9,0.0,3,23,9,8,4,4,9,4
836,22,21,0,3.4092962741851807,2,0,36.6,23.8,0.0,3,23,9,4,6,6,9,4
632,16,21,0,4.601689338684082,4,0,36.4,23.5,0.0,3,23,9,6,4,4,22,10
1312,31,21,0,4.863912582397461,3,0,36.6,23.8,0.0,3,23,9,4,10,10,16,6
1244,30,21,0,7.4748382568359375,5,0,36.6,23.8,0.0,2,23,9,10,6,6,31,6
292,8,21,0,8.069574356079102,6,0,36.6,23.8,0.0,3,23,9,6,11,11,30,11
496,11,21,0,8.87711238861084,7,0,36.8,23.9,0.0,3,23,9,11,10,10,8,10
904,23,21,0,9.389459609985352,8,0,36.4,23.5,0.0,2,23,9,10,11,11,11,11
972,25,21,0,9.814268112182617,9,0,36.7,23.9,0.0,3,23,9,11,7,7,23,7
20,2,21,0,10.104277610778809,10,0,38.2,24.2,0.0,3,20,9,7,7,7,25,7
1176,29,21,0,11.493758201599121,11,0,37.1,24.1,0.0,3,20,9,7,5,5,2,5
768,21,21,0,11.792134284973145,12,0,36.6,23.8,0.0,3,20,9,5,5,5,29,5
700,20,21,0,13.795742988586426,13,0,36.8,23.9,0.0,3,20,9,5,14,14,21,14
1108,27,21,0,14.689958572387695,14,0,37.1,24.1,0.0,2,20,9,14,8,8,20,8
88,3,21,0,15.088566780090332,15,0,36.7,23.9,0.0,3,23,9,8,12,12,27,12
156,4,21,0,16.373680114746094,16,0,33.4,24.2,0.0,2,20,9,12,13,13,3,13
224,6,21,0,17.980724334716797,17,0,37.2,23.7,0.0,3,20,9,13,12,12,4,12
564,15,21,0,18.267860412597656,18,0,36.8,23.9,0.0,2,20,9,12,14,14,6,14
1040,26,21,0,18.87369155883789,19,0,38.4,24.3,0.0,2,20,9,14,13,13,15,13
428,10,21,0,19.698665618896484,20,0,37.1,24.1,0.0,0,19,9,13,8,8,26,8
361,9,22,0,1.4621903896331787,1,0,36.8,23.9,0.0,3,24,9,8,4,4,9,4
837,22,22,0,3.4408838748931885,2,0,36.6,23.8,0.0,3,24,9,4,6,6,9,4
633,16,22,0,4.581461429595947,4,0,36.4,23.5,0.0,3,24,9,6,4,4,22,10
1313,31,22,0,4.889407634735107,3,0,36.6,23.8,0.0,3,24,9,4,10,10,16,6
1245,30,22,0,7.477508068084717,5,0,36.6,23.8,0.0,2,24,9,10,6,6,31,6
293,8,22,0,7.995901107788086,6,0,36.6,23.8,0.0,3,24,9,6,11,11,30,11
497,11,22,0,8.750654220581055,7,0,36.8,23.9,0.0,3,24,9,11,10,10,8,10
905,23,22,0,9.306873321533203,8,0,36.4,23.5,0.0,2,24,9,10,11,11,11,11
973,25,22,0,9.450491905212402,9,0,36.7,23.9,0.0,3,24,9,11,7,7,23,7
21,2,22,0,10.008831977844238,10,0,38.2,24.2,0.0,3,21,9,7,7,7,25,7
1177,29,22,0,11.688061714172363,11,0,37.1,24.1,0.0,3,21,9,7,5,5,2,5
769,21,22,0,11.780925750732422,12,0,36.6,23.8,0.0,3,21,9,5,5,5,29,5
701,20,22,0,13.654667854309082,13,0,36.8,23.9,0.0,3,21,9,5,14,14,21,14
1109,27,22,0,14.364581108093262,14,0,37.1,24.1,0.0,2,21,9,14,8,8,20,8
89,3,22,0,15.144327163696289,15,0,36.7,23.9,0.0,3,24,9,8,12,12,27,12
157,4,22,0,16.519237518310547,16,0,33.4,24.2,0.0,2,21,9,12,13,13,3,13
225,6,22,0,18.010650634765625,17,0,37.2,23.7,0.0,3,21,9,13,12,12,4,12
565,15,22,0,18.25046157836914,18,0,36.8,23.9,0.0,2,21,9,12,14,14,6,14
1041,26,22,0,18.768028259277344,19,0,38.4,24.3,0.0,2,21,9,14,13,13,15,13
429,10,22,0,19.649700164794922,20,0,37.1,24.1,0.0,0,20,9,13,8,8,26,8
362,9,23,0,1.5020925998687744,1,0,36.8,23.9,0.0,3,25,9,8,4,4,9,4
838,22,23,0,3.4771759510040283,2,0,36.6,23.8,0.0,3,25,9,4,6,6,9,4
634,16,23,0,4.557783126831055,4,0,36.4,23.5,0.0,3,25,9,6,4,4,22,10
1314,31,23,0,4.909101963043213,3,0,36.6,23.8,0.0,3,25,9,4,10,10,16,6
1246,30,23,0,7.664013385772705,5,0,36.6,23.8,0.0,2,25,9,10,6,6,31,6
294,8,23,0,7.924910068511963,6,0,36.6,23.8,0.0,3,25,9,6,11,11,30,11
498,11,23,0,8.680904388427734,7,0,36.8,23.9,0.0,3,25,9,11,10,10,8,10
906,23,23,0,9.274285316467285,8,0,36.4,23.5,0.0,2,25,9,10,11,11,11,11
974,25,23,0,9.83156681060791,9,0,36.7,23.9,0.0,3,25,9,11,7,7,23,7
22,2,23,0,10.127826690673828,10,0,38.2,24.2,0.0,3,22,9,7,7,7,25,7
1178,29,23,0,11.461884498596191,11,0,37.1,24.1,0.0,3,22,9,7,5,5,2,5
770,21,23,0,11.682247161865234,12,0,36.6,23.8,0.0,3,22,9,5,5,5,29,5
702,20,23,0,13.841958045959473,13,0,36.8,23.9,0.0,3,22,9,5,14,14,21,14
1110,27,23,0,14.903706550598145,14,0,37.1,24.1,0.0,2,22,9,14,8,8,20,8
90,3,23,0,15.296216011047363,15,0,36.7,23.9,0.0,3,25,9,8,12,12,27,12
158,4,23,0,16.72592544555664,16,0,33.4,24.2,0.0,2,22,9,12,13,13,3,13
226,6,23,0,18.02112579345703,17,0,37.2,23.7,0.0,3,22,9,13,12,12,4,12
566,15,23,0,18.223194122314453,18,0,36.8,23.9,0.0,2,22,9,12,14,14,6,14
1042,26,23,0,18.642166137695312,19,0,38.4,24.3,0.0,2,22,9,14,13,13,15,13
430,10,23,0,19.586811065673828,20,0,37.1,24.1,0.0,0,21,9,13,8,8,26,8
363,9,24,0,1.5485172271728516,1,0,36.8,23.9,0.0,3,26,9,8,4,4,9,4
839,22,24,0,3.523890972137451,2,0,36.6,23.8,0.0,3,26,9,4,6,6,9,4
635,16,24,0,4.54231071472168,4,0,36.4,23.5,0.0,3,26,9,6,4,4,22,10
1315,31,24,0,4.933255672454834,3,0,36.6,23.8,0.0,3,26,9,4,10,10,16,6
1247,30,24,0,7.54142951965332,5,0,36.6,23.8,0.0,2,26,9,10,6,6,31,6
295,8,24,0,7.865649700164795,6,0,36.6,23.8,0.0,3,26,9,6,11,11,30,11
499,11,24,0,8.567461013793945,7,0,36.8,23.9,0.0,3,26,9,11,10,10,8,10
907,23,24,0,9.21328067779541,8,0,36.4,23.5,0.0,2,26,9,10,11,11,11,11
975,25,24,0,9.35272216796875,9,0,36.7,23.9,0.0,3,26,9,11,7,7,23,7
23,2,24,0,10.06221866607666,10,0,38.2,24.2,0.0,3,23,9,7,7,7,25,7
1179,29,24,0,11.51761531829834,11,0,37.1,24.1,0.0,3,23,9,7,5,5,2,5
771,21,24,0,11.716450691223145,12,0,36.6,23.8,0.0,3,23,9,5,5,5,29,5
703,20,24,0,13.544266700744629,13,0,36.8,23.9,0.0,3,23,9,5,14,14,21,14
1111,27,24,0,14.392252922058105,14,0,37.1,24.1,0.0,2,23,9,14,8,8,20,8
91,3,24,0,15.3884916305542,15,0,36.7,23.9,0.0,3,26,9,8,12,12,27,12
159,4,24,0,16.86731719970703,16,0,33.4,24.2,0.0,2,23,9,12,13,13,3,13
227,6,24,0,18.012802124023438,17,0,37.2,23.7,0.0,3,23,9,13,12,12,4,12
567,15,24,0,18.186607360839844,18,0,36.8,23.9,0.0,2,23,9,12,14,14,6,14
1043,26,24,0,18.516387939453125,19,0,38.4,24.3,0.0,2,23,9,14,13,13,15,13
431,10,24,0,19.504867553710938,20,0,37.1,24.1,0.0,0,22,9,13,8,8,26,8
364,9,25,0,1.6058094501495361,1,0,36.8,23.9,0.0,3,27,9,8,4,4,9,4
840,22,25,0,3.581796884536743,2,0,36.6,23.8,0.0,3,27,9,4,6,6,9,4
636,16,25,0,4.542629718780518,4,0,36.4,23.5,0.0,3,27,9,6,4,4,22,10
1316,31,25,0,4.966413974761963,3,0,36.6,23.8,0.0,3,27,9,4,10,10,16,6
1248,30,25,0,7.733557224273682,5,0,36.6,23.8,0.0,2,27,9,10,6,6,31,6
296,8,25,0,7.813745498657227,6,0,36.6,23.8,0.0,3,27,9,6,11,11,30,11
500,11,25,0,8.487120628356934,7,0,36.8,23.9,0.0,3,27,9,11,10,10,8,10
908,23,25,0,9.164642333984375,8,0,36.4,23.5,0.0,2,27,9,10,11,11,11,11
976,25,25,0,9.935046195983887,9,0,36.7,23.9,0.0,3,27,9,11,7,7,23,7
24,2,25,0,10.040003776550293,10,0,38.2,24.2,0.0,3,24,9,7,7,7,25,7
1180,29,25,0,11.38122272491455,11,0,37.1,24.1,0.0,3,24,9,7,5,5,2,5
772,21,25,0,11.663203239440918,12,0,36.6,23.8,0.0,3,24,9,5,5,5,29,5
704,20,25,0,13.87996768951416,13,0,36.8,23.9,0.0,3,24,9,5,14,14,21,14
1112,27,25,0,15.166482925415039,14,0,37.1,24.1,0.0,2,24,9,14,8,8,20,8
92,3,25,0,15.586008071899414,15,0,36.7,23.9,0.0,3,27,9,8,12,12,27,12
160,4,25,0,17.003488540649414,16,0,33.4,24.2,0.0,2,24,9,12,13,13,3,13
228,6,25,0,17.986160278320312,17,0,37.2,23.7,0.0,3,24,9,13,12,12,4,12
568,15,25,0,18.139678955078125,18,0,36.8,23.9,0.0,2,24,9,12,14,14,6,14
1044,26,25,0,18.405197143554688,19,0,38.4,24.3,0.0,2,24,9,14,13,13,15,13
432,10,25,0,19.400115966796875,20,0,37.1,24.1,0.0,0,23,9,13,8,8,26,8
365,9,26,0,1.6677935123443604,1,0,36.8,23.9,0.0,3,28,9,8,4,4,9,4
841,22,26,0,3.65193772315979,2,0,36.6,23.8,0.0,3,28,9,4,6,6,9,4
637,16,26,0,4.550599575042725,4,0,36.4,23.5,0.0,3,28,9,6,4,4,22,10
1317,31,26,0,5.009503364562988,3,0,36.6,23.8,0.0,3,28,9,4,10,10,16,6
1249,30,26,0,7.523239612579346,5,0,36.6,23.8,0.0,2,28,9,10,6,6,31,6
297,8,26,0,7.7703328132629395,6,0,36.6,23.8,0.0,3,28,9,6,11,11,30,11
501,11,26,0,8.387678146362305,7,0,36.8,23.9,0.0,3,28,9,11,10,10,8,10
909,23,26,0,9.125185012817383,8,0,36.4,23.5,0.0,2,28,9,10,11,11,11,11
977,25,26,0,9.336661338806152,9,0,36.7,23.9,0.0,3,28,9,11,7,7,23,7
25,2,26,0,10.117619514465332,10,0,38.2,24.2,0.0,3,25,9,7,7,7,25,7
1181,29,26,0,11.355618476867676,11,0,37.1,24.1,0.0,3,25,9,7,5,5,2,5
773,21,26,0,11.636951446533203,12,0,36.6,23.8,0.0,3,25,9,5,5,5,29,5
705,20,26,0,13.37087631225586,13,0,36.8,23.9,0.0,3,25,9,5,14,14,21,14
1113,27,26,0,14.405348777770996,14,0,37.1,24.1,0.0,2,25,9,14,8,8,20,8
93,3,26,0,15.68097972869873,15,0,36.7,23.9,0.0,3,28,9,8,12,12,27,12
161,4,26,0,17.08835220336914,16,0,33.4,24.2,0.0,2,25,9,12,13,13,3,13
229,6,26,0,17.94129180908203,17,0,37.2,23.7,0.0,3,25,9,13,12,12,4,12
569,15,26,0,18.081119537353516,18,0,36.8,23.9,0.0,2,25,9,12,14,14,6,14
1045,26,26,0,18.30978012084961,19,0,38.4,24.3,0.0,2,25,9,14,13,13,15,13
433,10,26,0,19.27218246459961,20,0,37.1,24.1,0.0,0,24,9,13,8,8,26,8
366,9,27,0,1.7372982501983643,1,0,36.8,23.9,0.0,3,29,9,8,4,4,9,4
842,22,27,0,3.736480236053467,2,0,36.6,23.8,0.0,3,29,9,4,6,6,9,4
638,16,27,0,4.5596699714660645,4,0,36.4,23.5,0.0,3,29,9,6,4,4,22,10
1318,31,27,0,5.047203063964844,3,0,36.6,23.8,0.0,3,29,9,4,10,10,16,6
1250,30,27,0,7.737090587615967,5,0,36.6,23.8,0.0,2,29,9,10,6,6,31,6
298,8,27,0,7.737424373626709,6,0,36.6,23.8,0.0,3,29,9,6,11,11,30,11
502,11,27,0,8.312980651855469,7,0,36.8,23.9,0.0,3,29,9,11,10,10,8,10
910,23,27,0,9.088033676147461,8,0,36.4,23.5,0.0,2,29,9,10,7,7,11,11
26,2,27,0,10.070953369140625,10,0,38.2,24.2,0.0,3,26,9,7,11,11,23,7
978,25,27,0,10.10536003112793,9,0,36.7,23.9,0.0,3,29,9,11,7,7,2,7
1182,29,27,0,11.277308464050293,11,0,37.1,24.1,0.0,3,26,9,7,5,5,25,5
774,21,27,0,11.617247581481934,12,0,36.6,23.8,0.0,3,26,9,5,5,5,29,5
706,20,27,0,14.01112174987793,13,0,36.8,23.9,0.0,3,26,9,5,14,14,21,14
1114,27,27,0,15.412310600280762,14,0,37.1,24.1,0.0,2,26,9,14,8,8,20,8
94,3,27,0,15.842371940612793,15,0,36.7,23.9,0.0,3,29,9,8,12,12,27,12
162,4,27,0,17.146312713623047,16,0,33.4,24.2,0.0,2,26,9,12,13,13,3,13
230,6,27,0,17.87869644165039,17,0,37.2,23.7,0.0,3,26,9,13,12,12,4,12
570,15,27,0,18.00940704345703,18,0,36.8,23.9,0.0,2,26,9,12,14,14,6,14
1046,26,27,0,18.225345611572266,19,0,38.4,24.3,0.0,2,26,9,14,13,13,15,13
434,10,27,0,19.12694549560547,20,0,37.1,24.1,0.0,0,25,9,13,8,8,26,8
367,9,28,0,1.8170478343963623,1,0,36.8,23.9,0.0,3,30,9,8,4,4,9,4
843,22,28,0,3.8362507820129395,2,0,36.6,23.8,0.0,3,30,9,4,6,6,9,4
639,16,28,0,4.570390224456787,4,0,36.4,23.5,0.0,3,30,9,6,4,4,22,10
1319,31,28,0,5.077507019042969,3,0,36.6,23.8,0.0,3,30,9,4,10,10,16,6
1251,30,28,0,7.53484582901001,5,0,36.6,23.8,0.0,2,30,9,10,6,6,31,6
299,8,28,0,7.715226650238037,6,0,36.6,23.8,0.0,3,30,9,6,11,11,30,11
503,11,28,0,8.241975784301758,7,0,36.8,23.9,0.0,3,30,9,11,10,10,8,10
911,23,28,0,9.051898956298828,8,0,36.4,23.5,0.0,2,30,9,10,11,11,11,11
979,25,28,0,9.441252708435059,9,0,36.7,23.9,0.0,3,30,9,11,7,7,23,7
27,2,28,0,10.101102828979492,10,0,38.2,24.2,0.0,3,27,9,7,7,7,25,7
1183,29,28,0,11.185388565063477,11,0,37.1,24.1,0.0,3,27,9,7,5,5,2,5
775,21,28,0,11.570295333862305,12,0,36.6,23.8,0.0,3,27,9,5,5,5,29,5
707,20,28,0,13.16523265838623,13,0,36.8,23.9,0.0,3,27,9,5,14,14,21,14
1115,27,28,0,14.41176986694336,14,0,37.1,24.1,0.0,2,27,9,14,8,8,20,8
95,3,28,0,15.883482933044434,15,0,36.7,23.9,0.0,3,30,9,8,12,12,27,12
163,4,28,0,17.173358917236328,16,0,33.4,24.2,0.0,2,27,9,12,13,13,3,13
231,6,28,0,17.800575256347656,17,0,37.2,23.7,0.0,3,27,9,13,12,12,4,12
571,15,28,0,17.924442291259766,18,0,36.8,23.9,0.0,2,27,9,12,14,14,6,14
1047,26,28,0,18.14710235595703,19,0,38.4,24.3,0.0,2,27,9,14,13,13,15,13
435,10,28,0,18.976104736328125,20,0,37.1,24.1,0.0,0,26,9,13,8,8,26,8
368,9,29,0,1.9046244621276855,1,0,36.8,23.9,0.0,3,31,9,8,4,4,9,4
844,22,29,0,3.948772430419922,2,0,36.6,23.8,0.0,3,31,9,4,6,6,9,4
640,16,29,0,4.58359432220459,4,0,36.4,23.5,0.0,3,31,9,6,4,4,22,10
1320,31,29,0,5.100170135498047,3,0,36.6,23.8,0.0,3,31,9,4,6,6,16,6
300,8,29,0,7.68903112411499,6,0,36.6,23.8,0.0,3,31,9,6,10,10,31,11
1252,30,29,0,7.728128433227539,5,0,36.6,23.8,0.0,2,31,9,10,11,11,8,6
504,11,29,0,8.217432022094727,7,0,36.8,23.9,0.0,3,31,9,11,10,10,30,10
912,23,29,0,9.026525497436523,8,0,36.4,23.5,0.0,2,31,9,10,7,7,11,11
28,2,29,0,10.15786075592041,10,0,38.2,24.2,0.0,3,28,9,7,11,11,23,7
980,25,29,0,10.399460792541504,9,0,36.7,23.9,0.0,3,31,9,11,7,7,2,7
1184,29,29,0,11.128046989440918,11,0,37.1,24.1,0.0,3,28,9,7,5,5,25,5
776,21,29,0,11.541414260864258,12,0,36.6,23.8,0.0,3,28,9,5,5,5,29,5
708,20,29,0,14.264486312866211,13,0,36.8,23.9,0.0,3,28,9,5,14,14,21,14
1116,27,29,0,15.624279022216797,14,0,37.1,24.1,0.0,2,28,9,14,8,8,20,8
96,3,29,0,15.989970207214355,15,0,36.7,23.9,0.0,3,31,9,8,12,12,27,12
164,4,29,0,17.177942276000977,16,0,33.4,24.2,0.0,2,28,9,12,13,13,3,13
232,6,29,0,17.711711883544922,17,0,37.2,23.7,0.0,3,28,9,13,12,12,4,12
572,15,29,0,17.82864761352539,18,0,36.8,23.9,0.0,2,28,9,12,14,14,6,14
1048,26,29,0,18.072410583496094,19,0,38.4,24.3,0.0,2,28,9,14,13,13,15,13
436,10,29,0,18.828811645507812,20,0,37.1,24.1,0.0,0,27,9,13,8,8,26,8
369,9,30,0,2.0020148754119873,1,0,36.8,23.9,0.0,3,32,9,8,4,4,9,4
845,22,30,0,4.067324638366699,2,0,36.6,23.8,0.0,3,32,9,4,6,6,9,4
